                       Our fit           ChPT
               
    a^+_0+    |   -0.00000        7.60000    
               
    a^-_0+    |   -0.00000        86.1000    
               
    a^+_1-    |   -0.00000       -5.52000    
               
    a^-_1-    |   -0.00000       -1.36000    
               
    a^+_1+    |   -0.00000        13.9700    

    a^-_1+    |   -0.00000       -8.44000    
