  -0.998027        4.16318    
  -0.992115        4.19189    
  -0.982287        4.23933    
  -0.968583        4.30509    
  -0.951057        4.38892    
  -0.929776        4.49103    
  -0.904827        4.61232    
  -0.876307        4.75465    
  -0.844328        4.92103    
  -0.809017        5.11571    
  -0.770513        5.34430    
  -0.728969        5.61376    
  -0.684547        5.93242    
  -0.637424        6.30998    
  -0.587785        6.75747    
  -0.535827        7.28722    
  -0.481754        7.91293    
  -0.425779        8.64967    
  -0.368125        9.51413    
  -0.309017        10.5249    
  -0.248690        11.7031    
  -0.187381        13.0731    
  -0.125333        14.6633    
  -0.627905E-01    16.5078    
  -0.160812E-15    18.6475    
   0.627905E-01    21.1314    
   0.125333        24.0182    
   0.187381        27.3768    
   0.248690        31.2870    
   0.309017        35.8389    
   0.368125        41.1309    
   0.425779        47.2670    
   0.481754        54.3507    
   0.535827        62.4786    
   0.587785        71.7304    
   0.637424        82.1580    
   0.684547        93.7725    
   0.728969        106.532    
   0.770513        120.328    
   0.809017        134.978    
   0.844328        150.222    
   0.876307        165.717    
   0.904827        181.055    
   0.929776        195.769    
   0.951057        209.363    
   0.968583        221.336    
   0.982287        231.218    
   0.992115        238.599    
   0.998027        243.162    
    1.00000        244.705    
