  -0.998027        2.49073    
  -0.992115        2.66782    
  -0.982287        2.95681    
  -0.968583        3.34766    
  -0.951057        3.82540    
  -0.929776        4.37067    
  -0.904827        4.96182    
  -0.876307        5.57866    
  -0.844328        6.20722    
  -0.809017        6.84482    
  -0.770513        7.50395    
  -0.728969        8.21412    
  -0.684547        9.02098    
  -0.637424        9.98282    
  -0.587785        11.1652    
  -0.535827        12.6347    
  -0.481754        14.4540    
  -0.425779        16.6779    
  -0.368125        19.3524    
  -0.309017        22.5166    
  -0.248690        26.2063    
  -0.187381        30.4606    
  -0.125333        35.3280    
  -0.627905E-01    40.8733    
  -0.160812E-15    47.1831    
   0.627905E-01    54.3682    
   0.125333        62.5608    
   0.187381        71.9042    
   0.248690        82.5324    
   0.309017        94.5384    
   0.368125        107.931    
   0.425779        122.584    
   0.481754        138.186    
   0.535827        154.199    
   0.587785        169.839    
   0.637424        184.094    
   0.684547        195.781    
   0.728969        203.651    
   0.770513        206.535    
   0.809017        203.517    
   0.844328        194.101    
   0.876307        178.363    
   0.904827        157.030    
   0.929776        131.498    
   0.951057        103.742    
   0.968583        76.1415    
   0.982287        51.2309    
   0.992115        31.4100    
   0.998027        18.6502    
    1.00000        14.2465    
