  -0.998027        4.98147    
  -0.992115        5.33563    
  -0.982287        5.91362    
  -0.968583        6.69532    
  -0.951057        7.65080    
  -0.929776        8.74133    
  -0.904827        9.92365    
  -0.876307        11.1573    
  -0.844328        12.4144    
  -0.809017        13.6896    
  -0.770513        15.0079    
  -0.728969        16.4282    
  -0.684547        18.0420    
  -0.637424        19.9656    
  -0.587785        22.3303    
  -0.535827        25.2694    
  -0.481754        28.9081    
  -0.425779        33.3559    
  -0.368125        38.7049    
  -0.309017        45.0331    
  -0.248690        52.4127    
  -0.187381        60.9213    
  -0.125333        70.6560    
  -0.627905E-01    81.7466    
  -0.160812E-15    94.3662    
   0.627905E-01    108.736    
   0.125333        125.122    
   0.187381        143.808    
   0.248690        165.065    
   0.309017        189.077    
   0.368125        215.862    
   0.425779        245.168    
   0.481754        276.372    
   0.535827        308.397    
   0.587785        339.678    
   0.637424        368.189    
   0.684547        391.562    
   0.728969        407.301    
   0.770513        413.070    
   0.809017        407.033    
   0.844328        388.203    
   0.876307        356.725    
   0.904827        314.060    
   0.929776        262.997    
   0.951057        207.485    
   0.968583        152.283    
   0.982287        102.462    
   0.992115        62.8200    
   0.998027        37.3004    
    1.00000        28.4930    
