  -0.998027       0.246138    
  -0.992115       0.484539    
  -0.982287       0.709211    
  -0.968583       0.916918    
  -0.951057        1.10727    
  -0.929776        1.28220    
  -0.904827        1.44526    
  -0.876307        1.60102    
  -0.844328        1.75481    
  -0.809017        1.91262    
  -0.770513        2.08128    
  -0.728969        2.26902    
  -0.684547        2.48632    
  -0.637424        2.74744    
  -0.587785        3.07137    
  -0.535827       3.4754    
  -0.481754       3.9466
  -0.425779       4.4141
  -0.368125       4.80287
  -0.309017       5.08997
  -0.248690        2.38460    
  -0.187381        2.38146    
  -0.125333        2.49560    
  -0.627905E-01    2.57842    
  -0.160812E-15    2.62747    
   0.627905E-01    2.63876    
   0.125333        2.60395    
   0.187381        2.51118    
   0.248690        2.35269    
   0.309017        2.14294    
   0.368125        1.92667    
   0.425779        1.74649    
   0.481754        1.61141    
   0.535827        1.50518    
   0.587785        1.40225    
   0.637424        1.27203    
   0.684547        1.07789    
   0.728969       0.792135    
   0.770513       0.451827    
   0.809017       0.162620    
   0.844328      -0.232012E-01
   0.876307      -0.124203    
   0.904827      -0.170453    
   0.929776      -0.182844    
   0.951057      -0.173968    
   0.968583      -0.151417    
   0.982287      -0.119961    
   0.992115      -0.827884E-01
   0.998027      -0.421962E-01
    1.00000        0.00000    
