  -0.998027       0.124495    
  -0.992115       0.248095    
  -0.982287       0.369629    
  -0.968583       0.487321    
  -0.951057       0.598390    
  -0.929776       0.698554    
  -0.904827       0.781604    
  -0.876307       0.839563    
  -0.844328       0.864716    
  -0.809017       0.855205    
  -0.770513       0.822408    
  -0.728969       0.790239    
  -0.684547       0.780994    
  -0.637424       0.803308    
  -0.587785       0.853985    
  -0.535827       0.925382    
  -0.481754        1.01004    
  -0.425779        1.10211    
  -0.368125        1.19732    
  -0.309017        1.29246    
  -0.248690        1.38490    
  -0.187381        1.47211    
  -0.125333        1.55120    
  -0.627905E-01    1.61853    
  -0.160812E-15    1.66941    
   0.627905E-01    1.69851    
   0.125333        1.70245    
   0.187381        1.68598    
   0.248690        1.66898    
   0.309017        1.68261    
   0.368125        1.75130    
   0.425779        1.88039    
   0.481754        2.06025    
   0.535827        2.27662    
   0.587785        2.51818    
   0.637424        2.77951    
   0.684547        3.06029    
   0.728969       3.36192    
   0.770513       3.68277
   0.809017       4.01408
   0.844328       4.34046
   0.876307       4.6465
   0.904827       4.9235
   0.929776       5.1706
   0.951057      5.39161
   0.968583      5.59196
   0.982287      5.77697
   0.992115      5.95127
   0.998027      6.11885
    1.00000      6.28319
