  -0.998027       0.130938    
  -0.992115       0.260443    
  -0.982287       0.386696    
  -0.968583       0.507093    
  -0.951057       0.617845    
  -0.929776       0.713711    
  -0.904827       0.788179    
  -0.876307       0.834771    
  -0.844328       0.850330    
  -0.809017       0.839811    
  -0.770513       0.818257    
  -0.728969       0.804825    
  -0.684547       0.812962    
  -0.637424       0.846577    
  -0.587785       0.903069    
  -0.535827       0.977541    
  -0.481754        1.06518    
  -0.425779        1.16207    
  -0.368125        1.26517    
  -0.309017        1.37217    
  -0.248690        1.48121    
  -0.187381        1.59071    
  -0.125333        1.69922    
  -0.627905E-01    1.80527    
  -0.160812E-15    1.90736    
   0.627905E-01    2.00394    
   0.125333        2.09376    
   0.187381        2.17661    
   0.248690        2.25450    
   0.309017        2.33303    
   0.368125        2.42118    
   0.425779        2.52873    
   0.481754        2.66277    
   0.535827        2.82629    
   0.587785        3.01939    
   0.637424       3.24109    
   0.684547       3.48967
   0.728969       3.76108
   0.770513       4.04687
   0.809017       4.33435
   0.844328       4.61029
   0.876307       4.86558
   0.904827       5.09695
   0.929776      5.30563
   0.951057      5.49506
   0.968583      5.66923
   0.982287      5.83196
   0.992115      5.98662
   0.998027      6.13614
    1.00000        0.00000    
