    9.03729      -0.719459        22.9076       -1.82368       0.106954E-05  -0.915843E-06  -0.207923E-05   0.191298E-05  -0.407707E-05   0.118487E-05  -0.153264E-06  -0.383796E-06
    45.2478       -3.60218        48.1564       -3.83373       0.560156E-05  -0.447076E-05  -0.108998E-04   0.935370E-05  -0.209414E-04   0.545587E-05  -0.730184E-06  -0.196604E-05
    102.092       -8.12751        63.7892       -5.07825       0.155499E-04  -0.943693E-05  -0.303415E-04   0.199222E-04  -0.544089E-04   0.814186E-05  -0.145230E-05  -0.493928E-05
    169.487       -13.4928        69.4869       -5.53185      -0.510710E-04   0.470458E-04   0.981984E-04  -0.966206E-04   0.188128E-03  -0.722860E-04   0.328018E-04   0.298263E-04
    238.489       -18.9861        67.4718       -5.37142      -0.776055E-05   0.312137E-04   0.123626E-04  -0.615393E-04   0.517049E-04  -0.817812E-04   0.121155E-04   0.194884E-04
    302.807       -24.1064        60.5710       -4.82205      -0.134033E-04   0.744986E-05   0.248821E-04  -0.153037E-04   0.435580E-04  -0.106171E-04  -0.340833E-05   0.395042E-05
    358.829       -28.5663        51.2424       -4.07940      -0.894487E-05  -0.365276E-05   0.168907E-04   0.666352E-05   0.203204E-04   0.158295E-04  -0.223634E-05   0.135247E-05
    405.120       -32.2516        41.3849       -3.29465      -0.541459E-05  -0.739003E-05   0.102289E-04   0.141167E-04   0.699532E-05   0.228234E-04  -0.253033E-05   0.497992E-06
    441.918       -35.1811        32.4799       -2.58573      -0.356619E-05  -0.904949E-05   0.669948E-05   0.174502E-04   0.360065E-06   0.256806E-04  -0.275423E-05  -0.219484E-07
    470.817       -37.4818        25.7859       -2.05281      -0.253094E-05  -0.996779E-05   0.472052E-05   0.193075E-04  -0.332672E-05   0.272639E-04  -0.290231E-05  -0.326925E-06
    494.619       -39.3766        22.4774       -1.78942      -0.187771E-05  -0.105637E-04   0.347455E-05   0.205166E-04  -0.565760E-05   0.283168E-04  -0.300914E-05  -0.522034E-06
    517.280       -41.1807        23.6909       -1.88603      -0.138736E-05  -0.110293E-04   0.254193E-05   0.214622E-04  -0.741602E-05   0.291637E-04  -0.309933E-05  -0.668837E-06
    543.861       -43.2967        30.4785       -2.42639      -0.944353E-06  -0.114678E-04   0.170202E-05   0.223540E-04  -0.901258E-05   0.299869E-04  -0.319011E-05  -0.800393E-06
    580.394       -46.2051        43.7300       -3.48134      -0.513086E-06  -0.119022E-04   0.888993E-06   0.232423E-04  -0.105589E-04   0.308300E-04  -0.328585E-05  -0.924080E-06
    633.738       -50.4519        64.2458       -5.11461      -0.137396E-06  -0.122436E-04   0.192800E-06   0.239537E-04  -0.118363E-04   0.315111E-04  -0.336613E-05  -0.101871E-05
    711.708       -56.6591        93.2897       -7.42679       0.672610E-07  -0.122604E-04  -0.158774E-06   0.240251E-04  -0.122955E-04   0.315253E-04  -0.337372E-05  -0.103410E-05
    824.186       -65.6134        134.102       -10.6758      -0.254380E-07  -0.115721E-04   0.701586E-07   0.226930E-04  -0.112429E-04   0.299643E-04  -0.320625E-05  -0.909750E-06
    986.555       -78.5396        195.236       -15.5427      -0.396986E-06  -0.976946E-05   0.816432E-06   0.191492E-04  -0.838996E-05   0.257077E-04  -0.274231E-05  -0.630561E-06
    1228.32       -97.7863        298.368       -23.7530      -0.751052E-06  -0.681658E-05   0.148577E-05   0.133416E-04  -0.454848E-05   0.183828E-04  -0.194933E-05  -0.288727E-06
    1615.29       -128.593        500.637       -39.8557      -0.734481E-06  -0.350921E-05   0.141125E-05   0.685258E-05  -0.142258E-05   0.976278E-05  -0.102714E-05  -0.450901E-07
    2316.48       -184.415        975.847       -77.6871      -0.387903E-06  -0.112369E-05   0.718303E-06   0.218844E-05  -0.754670E-07   0.324662E-05  -0.338585E-06   0.278711E-07
    3864.41       -307.646        2412.09       -192.026      -0.897490E-07  -0.164725E-06   0.158198E-06   0.320147E-06   0.642225E-07   0.500170E-06  -0.516554E-07   0.124054E-07
    8685.12       -691.422        9191.72       -731.753      -0.498336E-08  -0.658055E-08   0.828689E-08   0.127092E-07   0.544553E-08   0.208242E-07  -0.214066E-08   0.809540E-09
    43241.8       -3442.47        109426.       -8711.40      -0.170053E-10  -0.191180E-10   0.273526E-10   0.365435E-10   0.207845E-10   0.616259E-10  -0.633131E-11   0.288000E-11
