    9.95268      -0.138190        25.2279      -0.350281      -0.146977E-05   0.690086E-06    0.00000        0.00000      -0.333096E-05  -0.897042E-06    0.00000        0.00000    
    49.8310      -0.691886        53.0342      -0.736361      -0.782822E-05   0.426643E-05    0.00000        0.00000      -0.185773E-04  -0.387225E-05    0.00000        0.00000    
    112.433       -1.56109        70.2504      -0.975403      -0.204079E-04   0.205923E-04    0.00000        0.00000      -0.617612E-04   0.500923E-05    0.00000        0.00000    
    186.654       -2.59162        76.5252       -1.06253       0.145623E-04   0.370037E-04    0.00000        0.00000      -0.277228E-04   0.803876E-04    0.00000        0.00000    
    262.646       -3.64675        74.3060       -1.03171      -0.680346E-04  -0.284675E-04    0.00000        0.00000      -0.701568E-04  -0.141620E-03    0.00000        0.00000    
    333.478       -4.63023        66.7062      -0.926193      -0.265969E-04  -0.105614E-04    0.00000        0.00000      -0.282563E-04  -0.539556E-04    0.00000        0.00000    
    395.174       -5.48686        56.4327      -0.783549      -0.152363E-04   0.426824E-05    0.00000        0.00000      -0.313996E-04  -0.141065E-04    0.00000        0.00000    
    446.154       -6.19470        45.5768      -0.632818      -0.114167E-04   0.605504E-05    0.00000        0.00000      -0.277163E-04  -0.611122E-05    0.00000        0.00000    
    486.680       -6.75739        35.7698      -0.496652      -0.911516E-05   0.415253E-05    0.00000        0.00000      -0.212796E-04  -0.599105E-05    0.00000        0.00000    
    518.507       -7.19929        28.3977      -0.394293      -0.775742E-05   0.147139E-05    0.00000        0.00000      -0.152868E-04  -0.834642E-05    0.00000        0.00000    
    544.719       -7.56324        24.7541      -0.343702      -0.710094E-05  -0.119807E-05    0.00000        0.00000      -0.103728E-04  -0.116175E-04    0.00000        0.00000    
    569.676       -7.90975        26.0906      -0.362259      -0.694966E-05  -0.380062E-05    0.00000        0.00000      -0.628402E-05  -0.155620E-04    0.00000        0.00000    
    598.948       -8.31619        33.5656      -0.466047      -0.726043E-05  -0.656333E-05    0.00000        0.00000      -0.272671E-05  -0.205219E-04    0.00000        0.00000    
    639.182       -8.87482        48.1594      -0.668677      -0.806962E-05  -0.946631E-05    0.00000        0.00000       0.166532E-06  -0.264567E-04    0.00000        0.00000    
    697.929       -9.69051        70.7533      -0.982385      -0.906090E-05  -0.120883E-04    0.00000        0.00000       0.232210E-05  -0.321906E-04    0.00000        0.00000    
    783.797       -10.8828        102.739       -1.42650      -0.966755E-05  -0.137873E-04    0.00000        0.00000       0.377026E-05  -0.358646E-04    0.00000        0.00000    
    907.668       -12.6027        147.685       -2.05055      -0.934815E-05  -0.136469E-04    0.00000        0.00000       0.410741E-05  -0.352307E-04    0.00000        0.00000    
    1086.48       -15.0854        215.011       -2.98536      -0.770895E-05  -0.110939E-04    0.00000        0.00000       0.316806E-05  -0.288109E-04    0.00000        0.00000    
    1352.73       -18.7823        328.589       -4.56235      -0.500424E-05  -0.682792E-05    0.00000        0.00000       0.153098E-05  -0.181027E-04    0.00000        0.00000    
    1778.91       -24.6995        551.346       -7.65525      -0.228912E-05  -0.270945E-05    0.00000        0.00000       0.116025E-06  -0.761123E-05    0.00000        0.00000    
    2551.11       -35.4214        1074.69       -14.9217      -0.609521E-06  -0.396765E-06    0.00000        0.00000      -0.428408E-06  -0.149935E-05    0.00000        0.00000    
    4255.84       -59.0909        2656.41       -36.8833      -0.485187E-07   0.135129E-06    0.00000        0.00000      -0.270934E-06   0.149478E-06    0.00000        0.00000    
    9564.84       -132.804        10122.8       -140.551       0.880848E-08   0.469175E-07    0.00000        0.00000      -0.520360E-07   0.882488E-07    0.00000        0.00000    
    47621.7       -661.211        120510.       -1673.24       0.407533E-09   0.129175E-08    0.00000        0.00000      -0.116427E-08   0.266362E-08    0.00000        0.00000    
