    8.90045       -1.07396        22.5608       -2.72226      -0.520114E-05  -0.435850E-05   0.223126E-05   0.320485E-05    0.00000        0.00000      -0.299108E-06  -0.824559E-05
    44.5627       -5.37709        47.4272       -5.72273       0.102768E-05  -0.357102E-05   0.685718E-06   0.245854E-05    0.00000        0.00000      -0.872485E-08  -0.102636E-04
    100.546       -12.1322        62.8233       -7.58047       0.134663E-04  -0.428402E-06  -0.512752E-05  -0.146844E-05    0.00000        0.00000       0.346113E-05   0.599024E-05
    166.920       -20.1412        68.4347       -8.25757      -0.198271E-04   0.411475E-04   0.100909E-04  -0.115489E-04    0.00000        0.00000      -0.223957E-04   0.211751E-04
    234.878       -28.3412        66.4501       -8.01809       0.260648E-04  -0.404642E-04  -0.141398E-04   0.145574E-04    0.00000        0.00000       0.216221E-04  -0.143091E-04
    298.221       -35.9844        59.6538       -7.19803       0.720402E-04  -0.311814E-04  -0.307689E-04   0.573845E-05    0.00000        0.00000       0.424909E-04   0.464898E-06
    353.395       -42.6419        50.4664       -6.08945       0.766307E-04  -0.268494E-04  -0.319939E-04   0.357833E-05    0.00000        0.00000       0.435622E-04   0.365672E-05
    398.985       -48.1429        40.7583       -4.91803       0.777475E-04  -0.322513E-04  -0.328434E-04   0.554098E-05    0.00000        0.00000       0.452207E-04   0.115206E-05
    435.227       -52.5159        31.9881       -3.85980       0.789696E-04  -0.377178E-04  -0.337653E-04   0.753371E-05    0.00000        0.00000       0.469976E-04  -0.132392E-05
    463.688       -55.9502        25.3954       -3.06430       0.798848E-04  -0.420223E-04  -0.344792E-04   0.910959E-05    0.00000        0.00000       0.483814E-04  -0.327339E-05
    487.129       -58.7787        22.1370       -2.67113       0.805067E-04  -0.453951E-04  -0.350044E-04   0.103532E-04    0.00000        0.00000       0.494209E-04  -0.481741E-05
    509.448       -61.4717        23.3322       -2.81534       0.809424E-04  -0.483881E-04  -0.354269E-04   0.114670E-04    0.00000        0.00000       0.502873E-04  -0.621031E-05
    535.625       -64.6304        30.0170       -3.62195       0.812268E-04  -0.515951E-04  -0.358103E-04   0.126761E-04    0.00000        0.00000       0.511267E-04  -0.773995E-05
    571.605       -68.9718        43.0678       -5.19671       0.811526E-04  -0.554829E-04  -0.361152E-04   0.141778E-04    0.00000        0.00000       0.519395E-04  -0.968195E-05
    624.142       -75.3111        63.2730       -7.63474       0.799140E-04  -0.601084E-04  -0.360375E-04   0.160645E-04    0.00000        0.00000       0.523426E-04  -0.122387E-04
    700.931       -84.5768        91.8771       -11.0862       0.757387E-04  -0.645479E-04  -0.348157E-04   0.181371E-04    0.00000        0.00000       0.512625E-04  -0.153384E-04
    811.706       -97.9432        132.071       -15.9361       0.662826E-04  -0.663047E-04  -0.313299E-04   0.196423E-04    0.00000        0.00000       0.470019E-04  -0.182586E-04
    971.616       -117.239        192.280       -23.2011       0.504577E-04  -0.616804E-04  -0.248374E-04   0.192550E-04    0.00000        0.00000       0.382209E-04  -0.194141E-04
    1209.72       -145.969        293.850       -35.4569       0.308944E-04  -0.484026E-04  -0.161497E-04   0.158719E-04    0.00000        0.00000       0.257197E-04  -0.171181E-04
    1590.83       -191.955        493.056       -59.4938       0.137263E-04  -0.296512E-04  -0.790188E-05   0.101777E-04    0.00000        0.00000       0.132045E-04  -0.116098E-04
    2281.40       -275.282        961.070       -115.966       0.320733E-05  -0.131034E-04  -0.239953E-05   0.474772E-05    0.00000        0.00000       0.443300E-05  -0.574654E-05
    3805.90       -459.233        2375.56       -286.643      -0.608488E-06  -0.316579E-05  -0.506232E-07   0.126711E-05    0.00000        0.00000       0.391940E-06  -0.168430E-05
    8553.61       -1032.11        9052.54       -1092.31      -0.290519E-06  -0.210119E-06   0.926389E-07   0.105684E-06    0.00000        0.00000      -0.971823E-07  -0.165058E-06
    42587.0       -5138.69        107769.       -13003.8      -0.709810E-08  -0.140751E-08   0.259845E-08   0.115745E-08    0.00000        0.00000      -0.318910E-08  -0.220873E-08
