1483.62   0.320   0.015
1492.9    0.850   0.010
1499.67   1.711   0.011
1508.24   2.126   0.016
1511.3    1.25    0.105 
1513.13   2.434   0.017
1516.78   2.527   0.019
1525.88   2.629   0.021
1543.33   2.42    0.084
1571.84   1.91    0.058
1657.46   0.87    0.041  
1670.31   0.97    0.050
1687.48   1.02    0.041  
1714.3    1.29    0.056
1764.65   1.24    0.033 
1818.81   0.96    0.034
1859.93   1.00    0.037
1900.67   0.84    0.020
1933.83   0.70    0.019
1979.24   0.59    0.019 
  
