1486.6461749643054	0.16	0.02
1488.161178883524	0.47	0.11
1489.4225049783556	0.77	0.05
1492.3195091990187	1.146	0.178
1492.8227621308567	1.18	0.09
1496.1525372554765	1.23	0.06
1499.5375338870313	1.34	0.06
1506.2847065332635	1.78	0.15
1507.0948293773688	2.031	0.252
1507.1571284826277	1.529	0.153
1509.6469845417505	1.89	0.13
1513.001790724651	2.17	0.11
1513.8083188884912	2.395	0.229
1516.3491746744876	2.3	0.11
1519.6891854376013	2.3	0.11
1522.2819051463496	2.577	0.322
1523.0218715225335	2.42	0.11
1526.4087942409137	2.69	0.24
1529.542693858527	2.548	0.229
1529.7268409542928	2.77	0.23
1530.7699227303885	2.633	0.2
1533.0377062342595	2.44	0.24
1534.384529098231	2.563	0.322
1536.3414365094757	3.	0.57
1544.5698467651114	2.5	0.7
1545.90662264446	2.369	0.204
1556.499179548772	2.75	0.3
1563.000479058148	2.446	0.28
1574.25351044106	2.28	1.
1575.3863126027218	2.385	0.211
1584.7750930450666	3.	0.4
1585.9595831975037	2.451	0.35
1592.9890892080837	1.834	0.178
1603.3877318777265	1.915	0.074
1630.966029301653	1.223	0.178
1631.886868608238	1.546	0.074
1659.1612572429478	1.325	0.204
1660.292679480338	1.092	0.055
1671.4524375931253	1.25	0.3
1674.2027135135102	1.045	0.153
1684.7688650779373	1.121	0.178
1688.0537478220294	1.068	0.084
1688.0537478220294	0.971	0.064
1715.4203317950971	1.28	0.076
1725.7341387177803	1.35	0.127
1729.3755884526647	1.172	0.153
1742.3571315709075	1.096	0.057
1803.8887926743155	1.325	0.076
1804.8254513763927	1.146	0.127
1878.9450739007782	0.43	0.06
1897.6411214810878	0.637	0.076
1915.3705902346942	0.3	0.04
1951.1643165904813	0.37	0.04
1973.556602668391	0.693	0.051
2023.6828981675958	0.31	0.02
2066.2452305416223	0.515	0.038
2154.950821140937	0.548	0.041
2170.1037017469926	0.2	0.02
2198.004247297079	0.22	0.04
2231.8322653676287	0.15	0.02
2240.2304124210077	0.433	0.033
2287.018584606605	0.17	0.01
2322.3805803390624	0.324	0.025
