1694 0.145 0.015    
1724 0.238 0.036    
1758 0.236 0.024    
1792 0.258 0.026       
1825 0.172 0.02    
1847 0.21 0.02
1879 0.18 0.04
1908.6 0.16 0.03    
1937.7 0.11 0.02    
1966.5 0.11 0.02    
1999.5 0.12 0.02    
2027.3 0.12 0.02    
2059.4 0.11 0.02    
2104.3 0.11 0.02    
2159.2 0.1 0.02    
2182.9 0.11 0.02    
2208.5 0.16 0.03    
2258.8 0.13 0.03    
2316.1 0.09 0.02
