    4165.00        3.40574        0.00000        0.00000        0.00000    
    4170.00        2.97780        0.00000        0.00000        0.00000    
    4175.00        2.59627        0.00000        0.00000        0.00000    
    4180.00        2.34380        0.00000        0.00000        0.00000    
    4185.00        2.09301        0.00000        0.00000        0.00000    
    4190.00        1.92543        0.00000        0.00000        0.00000    
    4195.00        1.79622        0.00000        0.00000        0.00000    
    4200.00        1.67378        0.00000        0.00000        0.00000    
    4205.00        1.57265        0.00000        0.00000        0.00000    
    4210.00        1.50018        0.00000        0.00000        0.00000    
    4215.00        1.44601        0.00000        0.00000        0.00000    
    4220.00        1.40009        0.00000        0.00000        0.00000    
    4225.00        1.36048        0.00000        0.00000        0.00000    
    4230.00        1.33058        0.00000        0.00000        0.00000    
    4235.00        1.31347        0.00000        0.00000        0.00000    
    4240.00        1.30948        0.00000        0.00000        0.00000    
    4245.00        1.31747        0.00000        0.00000        0.00000    
    4250.00        1.33680        0.00000        0.00000        0.00000    
    4255.00        1.36894        0.00000        0.00000        0.00000    
    4260.00        1.41835        0.00000        0.00000        0.00000    
    4265.00        1.49427        0.00000        0.00000        0.00000    
    4270.00        1.61294        0.00000        0.00000        0.00000    
    4275.00        1.80733        0.00000        0.00000        0.00000    
    4280.00        2.15029        0.00000        0.00000        0.00000    
    4285.00        2.85267        0.00000        0.00000        0.00000    
    4290.00        4.66590        0.00000        0.00000        0.00000    
    4295.00        12.2013        0.00000        0.00000        0.00000    
    4300.00        7.22447        0.00000        0.00000        0.00000    
    4305.00        1.34439        0.00000        0.00000        0.00000    
    4310.00       0.681608        0.00000        0.00000        0.00000    
    4315.00       0.623768        0.00000        0.00000        0.00000    
    4320.00       0.715264        0.00000        0.00000                NaN
    4325.00       0.823782       0.188361       0.376722        1.78853    
    4330.00       0.913345       0.275128       0.550256        1.68208    
    4335.00       0.987206       0.366326       0.732652        1.56427    
    4340.00        1.02024       0.485278       0.970557        1.50690    
    4345.00        1.04331       0.580939        1.16188        1.41383    
    4350.00        1.01433       0.644204        1.28841        1.35948    
    4355.00        1.00120       0.727097        1.45419        1.29898    
    4360.00       0.970137       0.772616        1.54523        1.23295    
    4365.00       0.921376       0.784083        1.56817        1.18306    
    4370.00       0.884210       0.803287        1.60657        1.14122    
    4375.00       0.859372       0.832369        1.66474        1.09558    
    4380.00       0.831975       0.848903        1.69781        1.04906    
    4385.00       0.799045       0.847272        1.69454        1.00869    
    4390.00       0.767711       0.840924        1.68185       0.974860    
    4395.00       0.743533       0.841881        1.68376       0.944476    
    4400.00       0.726169       0.851232        1.70246       0.914655    
    4405.00       0.711775       0.862892        1.72578       0.884444    
    4410.00       0.696901       0.867481        1.73496       0.855020    
    4415.00       0.680490       0.869949        1.73990       0.827685    
    4420.00       0.663652       0.867367        1.73473       0.803001    
    4425.00       0.647731       0.865346        1.73069       0.780593    
    4430.00       0.634467       0.865794        1.73159       0.760830    
    4435.00       0.623967       0.870195        1.74039       0.742661    
    4440.00       0.615501       0.872422        1.74484       0.723893    
    4445.00       0.607694       0.884686        1.76937       0.703967    
    4450.00       0.600305       0.891119        1.78224       0.686566    
    4455.00       0.592388       0.895270        1.79054       0.669915    
    4460.00       0.583660       0.897700        1.79540       0.653198    
    4465.00       0.574380       0.898373        1.79675       0.637878    
    4470.00       0.564929       0.898015        1.79603       0.624376    
    4475.00       0.555831       0.897620        1.79524       0.611579    
    4480.00       0.547479       0.898086        1.79617       0.599485    
    4485.00       0.539951       0.899614        1.79923       0.587923    
    4490.00       0.533636       0.903190        1.80638       0.576735    
    4495.00       0.528064       0.907253        1.81451       0.565843    
    4500.00       0.523038       0.911829        1.82366       0.555206    
    4505.00       0.518458       0.916587        1.83317       0.544847    
    4510.00       0.513963       0.920958        1.84192       0.534818    
    4515.00       0.509360       0.924064        1.84813       0.525181    
    4520.00       0.504535       0.926878        1.85376       0.515990    
    4525.00       0.499593       0.928746        1.85749       0.507279    
    4530.00       0.494361       0.929409        1.85882       0.499059    
    4535.00       0.488989       0.929545        1.85909       0.491315    
    4540.00       0.483574       0.929366        1.85873       0.484012    
    4545.00       0.478268       0.929143        1.85829       0.477100    
    4550.00       0.473227       0.929134        1.85827       0.470521    
    4555.00       0.468533       0.929599        1.85920       0.464211    
    4560.00       0.464233       0.930661        1.86132       0.458114    
    4565.00       0.460237       0.932086        1.86417       0.452182    
    4570.00       0.456608       0.933993        1.86799       0.446382    
    4575.00       0.453522       0.936807        1.87361       0.440692    
    4580.00       0.450750       0.939881        1.87976       0.435105    
    4585.00       0.448117       0.942749        1.88550       0.429626    
    4590.00       0.445576       0.945666        1.89133       0.424265    
    4595.00       0.443044       0.948456        1.89691       0.419039    
    4600.00       0.440447       0.950787        1.90157       0.413965    
    4605.00       0.437751       0.952616        1.90523       0.409061    
    4610.00       0.434949       0.954056        1.90811       0.404341    
    4615.00       0.431933       0.954823        1.90965       0.399816    
    4620.00       0.428744       0.955167        1.91033       0.395493    
    4625.00       0.425409       0.955127        1.91025       0.391373    
    4630.00       0.421852       0.954300        1.90860       0.387452    
    4635.00       0.418292       0.953348        1.90670       0.383722    
    4640.00       0.414697       0.952577        1.90515       0.380159    
    4645.00       0.410952       0.952530        1.90506       0.376759    
