-0.94	0.002	0.002
-0.85	0.004	0.004
-0.75	0.005	0.005
-0.65	0.006	0.006
-0.55	0.004	0.004
-0.45	0.004	0.004
-0.35	0.005	0.002
-0.25	0.007	0.003
-0.15	0.008	0.004
-0.05	0.008	0.004
0.05	0.004	0.002
0.15	0.006	0.003	
0.25	0.045	0.007
0.35	0.083	0.009
0.45	0.121	0.009
0.55	0.138	0.01
0.65	0.1	0.006
0.75	0.108	0.009
0.85	0.054	0.008
0.95	0.073	0.01

