-0.6494480483301835	0.2	0.018
-0.5504807400849956	0.174	0.018
-0.4493189986158968	0.147	0.017
-0.35020738125946754	0.185	0.017
-0.2503800040544416	0.182	0.017
-0.14953534344370945	0.169	0.016
-0.05059294007671344	0.189	0.018
0.05059294007671333	0.169	0.017
0.14953534344370958	0.174	0.017
0.2503800040544415	0.193	0.018
0.35020738125946743	0.188	0.018
0.4493189986158965	0.157	0.02
0.5504807400849956	0.216	0.02
0.6494480483301835	0.263	0.022
0.7501110696304596	0.244	0.022
0.849892692986864	0.274	0.024

