-0.9372819894918915	0.091	0.013
-0.8120835268918063	0.072	0.011
-0.6870875108044229	0.071	0.011
-0.5620833778521307	0.07	0.011
-0.43680178836770245	0.08	0.012
-0.31233491851223266	0.068	0.012
-0.18738131458572482	0.079	0.013
-0.0627905195293134	0.087	0.013
0.0627905195293133	0.064	0.012
0.18738131458572452	0.061	0.011
0.3123349185122326	0.072	0.013
0.43837114678907746	0.066	0.012
0.5620833778521306	0.088	0.014
0.687087510804423	0.087	0.014
0.8120835268918062	0.118	0.016
0.9372819894918915	0.144	0.017

