    2225.00        500.075      -0.132147E+07    0.00000    
    2230.00        513.937      -0.133081E+07    0.00000    
    2235.00        528.400      -0.134016E+07    0.00000    
    2240.00        543.523      -0.134953E+07    0.00000    
    2245.00        559.365      -0.135891E+07    0.00000    
    2250.00        575.985      -0.136831E+07    0.00000    
    2255.00        593.434      -0.137772E+07    0.00000    
    2260.00        611.747      -0.138714E+07    0.00000    
    2265.00        630.931      -0.139658E+07    0.00000    
    2270.00        650.949      -0.140603E+07    0.00000    
    2275.00        671.712      -0.141550E+07    0.00000    
    2280.00        693.060      -0.142499E+07    0.00000    
    2285.00        714.770      -0.143448E+07    0.00000    
    2290.00        736.561      -0.144400E+07    0.00000    
    2295.00        758.124      -0.145352E+07    0.00000    
    2300.00        779.166      -0.146307E+07    0.00000    
