    4250.00        200.000       0.750125E-08   0.297202E-06   0.407933E-07   0.356128E-07   0.895458E-06   0.481414E-06   0.103904E-05   0.722751E-06
    4250.00        205.000       0.757895E-08   0.298588E-06   0.410754E-07   0.368371E-07   0.888004E-06   0.444388E-06   0.884530E-06   0.647024E-06
    4250.00        210.000       0.764717E-08   0.299897E-06   0.413829E-07   0.381163E-07   0.880410E-06   0.387121E-06   0.691204E-06   0.872966E-06
    4250.00        215.000       0.770589E-08   0.301134E-06   0.417177E-07   0.394481E-07   0.872687E-06   0.377386E-06   0.127071E-05   0.390526E-05
    4250.00        220.000       0.775509E-08   0.302302E-06   0.420817E-07   0.408302E-07   0.864851E-06   0.355867E-06   0.106510E-05   0.435604E-05
    4250.00        225.000       0.779483E-08   0.303408E-06   0.424761E-07   0.422600E-07   0.856913E-06   0.350741E-06   0.807252E-06   0.489032E-05
    4250.00        230.000       0.782515E-08   0.304463E-06   0.429021E-07   0.437351E-07   0.848886E-06   0.319013E-06   0.794039E-06   0.896639E-05
    4250.00        235.000       0.784615E-08   0.305481E-06   0.433602E-07   0.452526E-07   0.840781E-06   0.540290E-06   0.133578E-05   0.537736E-05
    4250.00        240.000       0.785796E-08   0.306480E-06   0.438512E-07   0.468099E-07   0.832610E-06   0.406267E-06   0.105115E-05   0.460363E-05
    4250.00        245.000       0.786070E-08   0.307481E-06   0.443752E-07   0.484040E-07   0.824383E-06   0.352595E-06   0.818339E-06   0.334039E-05
    4250.00        250.000       0.785456E-08   0.308505E-06   0.449325E-07   0.500318E-07   0.816110E-06   0.325951E-06   0.675749E-06   0.253540E-05
    4250.00        255.000       0.783970E-08   0.309569E-06   0.455235E-07   0.516901E-07   0.807803E-06   0.307257E-06   0.572768E-06   0.200958E-05
    4250.00        260.000       0.781634E-08   0.310679E-06   0.461487E-07   0.533753E-07   0.799471E-06   0.291999E-06   0.492253E-06   0.163217E-05
    4250.00        265.000       0.778469E-08   0.311818E-06   0.468092E-07   0.550833E-07   0.791124E-06   0.278801E-06   0.427722E-06   0.133031E-05
    4250.00        270.000       0.774502E-08   0.312926E-06   0.475067E-07   0.568096E-07   0.782772E-06   0.267114E-06   0.377739E-06   0.106424E-05
    4250.00        275.000       0.769758E-08   0.313881E-06   0.482439E-07   0.585491E-07   0.774425E-06   0.256581E-06   0.344290E-06   0.818384E-06
    4250.00        280.000       0.764267E-08   0.314465E-06   0.490247E-07   0.602959E-07   0.766093E-06   0.302795E-06   0.584445E-06   0.116459E-05
    4250.00        285.000       0.758061E-08   0.314335E-06   0.498549E-07   0.620432E-07   0.757784E-06   0.287097E-06   0.545581E-06   0.758894E-06
    4250.00        290.000       0.751175E-08   0.312995E-06   0.507417E-07   0.637838E-07   0.749506E-06   0.273239E-06   0.522548E-06   0.411559E-06
    4250.00        295.000       0.743650E-08   0.309791E-06   0.516948E-07   0.655094E-07   0.741265E-06   0.261979E-06   0.510979E-06   0.222900E-06
    4250.00        300.000       0.735531E-08   0.303920E-06   0.527259E-07   0.672116E-07   0.733064E-06   0.242989E-06   0.106903E-05   0.556772E-05
    4250.00        305.000       0.726868E-08   0.294488E-06   0.538493E-07   0.688819E-07   0.724903E-06   0.263535E-06   0.970935E-06   0.456758E-05
    4250.00        310.000       0.717722E-08   0.280590E-06   0.550818E-07   0.705126E-07   0.716772E-06   0.268696E-06   0.881545E-06   0.378593E-05
    4250.00        315.000       0.708162E-08   0.261376E-06   0.564429E-07   0.720980E-07   0.708651E-06   0.268295E-06   0.809957E-06   0.317200E-05
    4250.00        320.000       0.698269E-08   0.236078E-06   0.579536E-07   0.736368E-07   0.700501E-06   0.266270E-06   0.755296E-06   0.268285E-05
    4250.00        325.000       0.688141E-08   0.203912E-06   0.596343E-07   0.751382E-07   0.692249E-06   0.264097E-06   0.715171E-06   0.228774E-05
    4250.00        330.000       0.677891E-08   0.163839E-06   0.614987E-07   0.766332E-07   0.683770E-06   0.262273E-06   0.687168E-06   0.196606E-05
    4250.00        335.000       0.667656E-08   0.114183E-06   0.635368E-07   0.782021E-07   0.674844E-06   0.260903E-06   0.669109E-06   0.170484E-05
    4250.00        340.000       0.657595E-08   0.527024E-07   0.656743E-07   0.800357E-07   0.665106E-06   0.259928E-06   0.659034E-06   0.149656E-05
    4250.00        345.000       0.647895E-08   0.369003E-07   0.676732E-07   0.825682E-07   0.653977E-06   0.259230E-06   0.655144E-06   0.133719E-05
    4250.00        350.000       0.638776E-08   0.143616E-06   0.689085E-07   0.867227E-07   0.640701E-06   0.258670E-06   0.655753E-06   0.122400E-05
    4250.00        355.000       0.630488E-08   0.294151E-06   0.679963E-07   0.940947E-07   0.624942E-06   0.258113E-06   0.659272E-06   0.115345E-05
    4250.00        360.000       0.623313E-08   0.493565E-06   0.630521E-07   0.105814E-06   0.608806E-06   0.257439E-06   0.664231E-06   0.111983E-05
    4250.00        365.000       0.617569E-08   0.720090E-06   0.551726E-07   0.118929E-06   0.596905E-06   0.290704E-06   0.830530E-06   0.184247E-05
    4250.00        370.000       0.613600E-08   0.981919E-06   0.490359E-07   0.128707E-06   0.588194E-06   0.287236E-06   0.818658E-06   0.176717E-05
